term,estimate,std_error,statistic,p_value,name,n,estimate_for_ranking,Rank
x137,-1.1244717877218469,1.8266595161232408,-0.6155891548460753,0.5381657108437773,朴志娟,14,-4.7229910344846315,241
x172,-0.2998229390814034,2.2724644616317757,-0.13193735001959556,0.8950338458065928,林書陽,3,-4.7765779284960015,242
x183,-0.6391766469035768,2.1188823351715826,-0.301657452277461,0.7629132062606183,森田道博,6,-4.813374847191595,243
x203,-0.6259193756965075,2.1417818524904377,-0.2922423565073614,0.7701013286150904,湯川光久,5,-4.84522962510267,244
x149,-1.2731270036470377,1.8202335263389111,-0.6994305869136007,0.4842829782579594,李夏辰,14,-4.858987050534693,245
x212,-1.008323510820789,1.98073227246257,-0.5090660281751144,0.6107059430508013,玉井伸,10,-4.9103660875720525,246
x37,-1.3926748223192564,1.7948027046551387,-0.7759486982647773,0.43777927730508664,加藤啓子,26,-4.92843615048988,247
x271,-0.8036612931775855,2.094043133024839,-0.3837844982766421,0.701138178462025,金侖映,4,-4.928926265236518,248
x105,-0.5076933431816074,2.245948758022477,-0.22604849793128118,0.8211637004844292,崔珪昞,2,-4.9322123964858875,249
x190,-0.6511277890085306,2.1795058094592314,-0.29875019657327057,0.765130653712847,武宮陽光,3,-4.944754233643216,250
x118,-0.9605469110315038,2.0248164418035977,-0.4743871549047183,0.6352238512229729,張豊猷,10,-4.949435301384591,251
x64,-1.2781221051379201,1.8801424527971697,-0.6798006732077148,0.49663068035765273,奥田あや,11,-4.982002737148345,252
x143,-0.20707998777261302,2.424794120325602,-0.08540105984123975,0.931942550611203,朴貞根,5,-4.983924404814049,253
x158,-1.3055147576956163,1.868228314644683,-0.6987982932610199,0.4846780953138647,李玟真,9,-4.985924537545642,254
x170,-0.6967411614359853,2.192900986265412,-0.3177257732108371,0.7506929592953282,松本武久,4,-5.016756104378846,255
x200,-1.0085674842511545,2.1501869922773937,-0.469060359807553,0.6390264922740698,淡路修三,4,-5.244435859037621,256
x129,-1.4145099183550591,1.9456243981795984,-0.7270210630985762,0.4672130527548706,曹又尹,7,-5.247389982768868,257
x262,-0.6965861054920921,2.3135847517738988,-0.30108519039901066,0.7633495337196842,趙鏡鎬,5,-5.254348066486672,258
x182,-1.7011070418025211,1.8350604823145922,-0.9270032558582956,0.3539248438264131,梅沢由香里,15,-5.316176191962268,259
x230,-1.619445813171974,1.8979924478761396,-0.8532414420216159,0.3935254259900711,知念かおり,9,-5.3584909354879695,260
x272,-1.2943145485421104,2.0713309688718193,-0.6248709491593599,0.5320557604107412,金大熙,15,-5.374836557219594,261
x169,-1.172397930527608,2.1397747626960064,-0.5479071680658794,0.5837556466892525,村上晶英,6,-5.387754213038741,262
x119,-1.6802426356942275,1.8953121881302937,-0.8865255266214321,0.3753344049925158,彦坂直人,19,-5.414007646310906,263
x267,-1.6161540244277222,1.9343643207314887,-0.8354961922667009,0.4034383899572792,鄭岩,8,-5.4268517362687545,264
x59,-1.0797089376176658,2.214693480706919,-0.4875207097611666,0.6258893702532582,大橋拓文,3,-5.442655094610297,265
x44,-1.8773756739010719,1.8127771197692208,-1.0356351332038407,0.30037239490552553,向井千瑛,21,-5.448546599846437,266
x57,-1.4210214679556332,2.078367550147806,-0.6837200031604493,0.4941519897642626,大場惇也,7,-5.515405541746811,267
x3,-1.9118783598137932,1.8394673436691298,-1.0393652088436793,0.2986349181826862,万波佳奈,12,-5.535629026841979,268
x16,-1.128757025936845,2.251330813218065,-0.5013732408003572,0.616108468698242,今村俊也,6,-5.563878727976433,269
x19,-1.3032137656258325,2.2125750387949465,-0.5890031943665118,0.5558591307603464,伊藤優詩,4,-5.6619865920518775,270
x227,-1.1789623437734154,2.2878352987242017,-0.5153178397198683,0.6063309347096658,白石勇一,4,-5.685997882260093,271
x231,-1.8913750710035633,1.9568888392918968,-0.9665214666398527,0.33378331055313,石井茜,7,-5.7464460844086,272
x296,-1.5372420840837073,2.1750063885003303,-0.7067758937221502,0.47970575743290733,青木紳一,5,-5.822004669429358,273
x43,-2.053484257866579,1.9245927302055748,-1.0669708066741146,0.2859850188320777,吉田美香,8,-5.844931936371561,274
x179,-1.9825384689542276,1.964069381487172,-1.009403480162738,0.3127811700998032,柳澤理志,13,-5.851755150483956,275
x110,-1.523669351162367,2.201101348909078,-0.6922304381474921,0.48879262656521866,廖冠泓,3,-5.859839008513251,276
x25,-2.1865505103114864,1.868511172195544,-1.1702100275601985,0.24191645844762835,兆乾,13,-5.867517519536708,277
x88,-2.2328343133322557,1.8495747458328209,-1.2072149656903224,0.22734936841250528,小林泉美,14,-5.876496562622913,278
x127,-1.4655538430950028,2.299750385327476,-0.6372664844173135,0.5239512781011135,星川拓海,2,-5.99606210219013,279
x217,-1.0819992251153485,2.5044646369030565,-0.4320281505165572,0.6657209534837006,王晨星,2,-6.01579455981437,280
x242,-1.4249510520030437,2.341907838317227,-0.6084573563009803,0.5428841805969855,苑田勇一,3,-6.0385094934879815,281
x181,-1.8050049188902337,2.1621219016483746,-0.8348303199343758,0.403813251886173,桑原陽子,3,-6.0643850651375315,282
x39,-1.58362455709011,2.278830007069324,-0.6949287801974844,0.487099935376684,原幸子,2,-6.0729196710166775,283
x46,-1.54202515484311,2.3070892896599493,-0.6683855548002631,0.5038875138442593,向井芳織,2,-6.086991055473209,284
x123,-1.8227796508192067,2.212123590533288,-0.8239953945700564,0.40994217477788497,徐瑩,4,-6.180663124169785,285
x73,-0.12577320853226157,3.0976701325685285,-0.04060251839274211,0.967612776426952,孫根気,3,-6.228183369692262,286
x285,-1.7113019555879105,2.300196769019677,-0.7439806796690928,0.45688816360893014,鈴木伸二,3,-6.242689590556674,287
x61,-2.440652011198469,2.022199383949458,-1.206929460354078,0.22745931093483748,大澤奈留美,5,-6.424384797578901,288
x4,-2.277186877183411,2.1093554630741655,-1.0795652591738374,0.2803358187584747,万波奈穂,7,-6.432617139439516,289
x295,-2.787488916611343,1.8628421420158174,-1.496363461906089,0.13455896566233977,青木喜久代,13,-6.457287936382503,290
x186,-2.010840385887607,2.2733501234722673,-0.8845273612391442,0.37641159900196564,横田茂昭,3,-6.4893401291279735,291
x38,-2.5262377388269766,2.031394081469262,-1.243598060008034,0.21364753054530636,加藤朋子,5,-6.528084079321423,292
x84,-1.9688813923448107,2.3150132568631374,-0.8504838520936427,0.3950561344278425,寺山怜,4,-6.529457508365192,293
x159,-2.71268406712412,1.9385635662615006,-1.3993268595032469,0.16171498870526418,李瑟娥,9,-6.531654292659276,294
x85,-2.684763119888917,1.9962162569645345,-1.344925987112936,0.17864913711868066,小山栄美,8,-6.61730914610905,295
x108,-2.531593154151364,2.075350534652675,-1.2198388233123445,0.22252598077978053,巻幡多栄子,5,-6.620033707417134,296
x243,-2.2698488609296446,2.246522510420948,-1.010383314834591,0.31231167861289316,范蔚菁,4,-6.695498206458912,297
x211,-2.426520571114308,2.2173745642006026,-1.0943214602937892,0.27381401642528064,玄味眞,4,-6.794748462589495,298
x225,-2.375905199060947,2.3226517585341315,-1.0229278626600593,0.30634195452761814,田尻悠人,4,-6.951529163373186,299
x277,-2.4562334094994007,2.316727648678826,-1.0602167289280342,0.289046012154166,金日煥,5,-7.020186877396688,300
x161,-2.5973655288939574,2.2735531825419906,-1.1424256748592625,0.2532771241434755,李知炫,3,-7.07626529850168,301
x274,-3.049868954847714,2.101066133021435,-1.4515816075060208,0.1466179758910448,金恵敏,10,-7.188969236899941,302
x83,-1.811145359339091,2.7694646219553496,-0.6539694874529042,0.5131314638940143,富士田明彦,3,-7.2669906645911295,303
x122,-2.5325298413882322,2.4175503152840987,-1.047560344608845,0.2948412159239263,徐奉洙,5,-7.295103962497906,304
x20,-3.163162803646832,2.1907816806896494,-1.4438512205611838,0.14878083041305545,但馬慎吾,9,-7.479002714605441,305
x60,-3.5538761514193875,2.0931255648222367,-1.6978800560974507,0.08953040215987906,大澤健朗,13,-7.677333514119194,306
x9,-3.3120264009954465,2.258049771561423,-1.4667641265963802,0.1424402315453524,中島美絵子,3,-7.760384450971449,307
x45,-3.0427346527853754,2.4427704782203974,-1.245608083081986,0.21290831332383836,向井梢恵,2,-7.854992494879558,308
x106,-1.7758586958657143,3.149536502951606,-0.563847630977275,0.5728578328533227,川田晃平,2,-7.980445606680378,309
x139,-3.140187933592741,2.499789317994311,-1.2561810353331093,0.20905034098646064,朴振悦,3,-8.064772890041533,310
x90,-3.7457152351007776,2.2033696617618235,-1.6999940137623972,0.08913205152306253,小田鉄兵,11,-8.08635346877157,311
x15,-4.208137125096936,2.227723941601348,-1.8889850068550296,0.058893837742597474,井澤秋乃,6,-8.596753290051591,312
x229,-4.417203842796764,2.1929788777536414,-2.0142482390534866,0.04398347736440526,矢代久美子,9,-8.737372231971438,313
